RESOURCEID	资源标题	所属课程	文件路径	关键词	作者	学科1	学科2	所属知识点1	所属知识点2	资源描述	媒体类型	资源应用类型	文件格式
rid000568	分而治之算法简介	数据结构网络课程	74\page\chap14\140301a.asp	分而治之算法，简介	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	残缺棋盘	分而治之算法简介	程序	应用	application/x-javascript
rid000569	利用分而治之策略解决残缺棋盘问题	数据结构网络课程	74\page\chap14\140302.asp	分而治之，策略，解决，残缺棋盘问题	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	残缺棋盘	利用分而治之策略解决残缺棋盘问题	程序	应用	application/x-javascript
rid000570	覆盖残缺棋盘的程序	数据结构网络课程	74\page\chap14\140302a.asp	覆盖残缺棋盘，程序	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	残缺棋盘	覆盖残缺棋盘的程序	程序	应用	application/x-javascript
rid000571	动态规划的应用：图像压缩	数据结构网络课程	74\page\chap14\140401.asp	动态规划，图像压缩，应用	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	图像压缩	在这一节中我们将介绍动态规划方法在图像压缩方面的应用。	程序	应用	application/x-javascript
rid000572	动态规划方法简介	数据结构网络课程	74\page\chap14\140401a.asp	动态规划方法，简介	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	图像压缩	在动态规划中，可将一个问题的解决方案视为一系列决策的结果。	程序	应用	application/x-javascript
rid000573	相邻段合并来减少空间消耗的例题	数据结构网络课程	74\page\chap14\140402.asp	相邻段合并，减少空间消耗，例题	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	图像压缩	相邻段合并来减少空间消耗的例题	程序	应用	application/x-javascript
rid000574	相邻段合并的例题的递归算法	数据结构网络课程	74\page\chap14\140402a.asp	相邻段合并，例题，递归算法	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	图像压缩	相邻段合并的例题的递归算法	程序	应用	application/x-javascript
rid000575	相邻段合并的例题的无重复计算的递归算法	数据结构网络课程	74\page\chap14\140402b.asp	相邻段合并，例题，无重复计算，递归算法	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	图像压缩	相邻段合并的例题的无重复计算的递归算法	程序	应用	application/x-javascript
rid000576	相邻段合并的例题的迭代方法	数据结构网络课程	74\page\chap14\140402c.asp	相邻段合并，例题，迭代方法	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	图像压缩	相邻段合并的例题的迭代方法	程序	应用	application/x-javascript
rid000577	路径紧凑的动画演示	数据结构网络课程	74\animation\chap14\c14m6.swf	路径紧凑，动画演示	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	在线等价类	路径紧凑的动画演示	动画	应用	application/x-shockwave-flash
rid000578	路径分隔的动画演示	数据结构网络课程	74\animation\chap14\c14m7.swf	路径分隔，动画演示	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	在线等价类	路径分隔的动画演示	动画	应用	application/x-shockwave-flash
rid000579	路径对折的动画演示	数据结构网络课程	74\animation\chap14\c14m8.swf	路径对折，动画演示	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	在线等价类	路径对折的动画演示	动画	应用	application/x-shockwave-flash
rid000580	KMP法模式匹配算法动画演示ADL描述	数据结构网络课程	74\page\jiemianADL\jiemian.htm	KMP法，模式匹配，算法，动画演示，ADL描述	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	字符串	模式匹配算法	KMP法模式匹配算法动画演示ADL描述	文本	教学课件	text/html
rid000581	KMP法模式匹配算法动画演示C++描述	数据结构网络课程	74\page\jiemianC++\jiemian.htm	KMP法，模式匹配，算法，动画演示，C++描述	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	字符串	模式匹配算法	KMP法模式匹配算法动画演示C++描述	文本	教学课件	text/html
rid000582	链表的应用：凸包	数据结构网络课程	74\video\Bag.ASF	链表，应用，凸包	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	链表	链表的应用：凸包	视频	教学课件	video/asf
rid000583	冒泡排序的思想和算法实现	数据结构网络课程	74\video\BubbleSort.ASF	冒泡排序，思想，算法实现	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	排序	交换排序	冒泡排序的思想和算法实现	视频	教学课件	video/asf
rid000584	分治法的应用：残缺棋盘	数据结构网络课程	74\video\ChessBoard.ASF	分治法，应用，残缺棋盘	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构应用	残缺棋盘	分治法的应用：残缺棋盘	视频	教学课件	video/asf
rid000585	枚举排序的算法流程	数据结构网络课程	74\video\EnumSort.ASF	枚举排序，算法流程	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	排序	枚举排序	枚举排序的算法流程	视频	教学课件	video/asf
rid000586	数据结构的历史地位视频讲解	数据结构网络课程	74\video\First.ASF	数据结构，计算机，历史地位，视频，讲解	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构绪论	数据结构概念	数据结构的历史地位视频讲解	视频	教学课件	video/asf
rid000587	用贪心算法来求单源最短路径的视频讲解	数据结构网络课程	74\video\Greedy.ASF	贪心算法，单源最短路径，视频	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	图	最短路径问题	贪心算法视频讲解	视频	教学课件	video/asf
rid000588	二叉树的中根遍历视频讲解	数据结构网络课程	74\video\Inorder.ASF	二叉树，中根遍历，视频，讲解	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	树	二叉树	二叉树的中根遍历视频讲解	视频	教学课件	video/asf
rid000589	基于二叉判定树的拆半查找算法	数据结构网络课程	74\video\Search.ASF	基于二叉判定树，拆半查找，算法				查找	线性表查找	基于二叉判定树的拆半查找算法	视频	教学课件	video/asf
rid000590	最小支撑树的视频讲解	数据结构网络课程	74\video\SmallTree.ASF	最小支撑树，视频，讲解	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	图	最小支撑树	最小支撑树的视频讲解	视频	教学课件	video/asf
rid000591	数据结构网络课程使用说明	数据结构网络课程	74\《数据结构》使用说明.doc	数据结构，网络课程，使用说明	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构	使用说明	数据结构网络课程使用说明	文本	教学设计	text/doc
rid000592	数据结构的概念	数据结构网络课程	74\animation\audio\1.swf	数据结构，概念	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构	数据结构的概念	数据结构的概念	动画	理论型知识元	application/x-shockwave-flash
rid000593	算法和数据结构的关系	数据结构网络课程	74\animation\audio\2.swf	算法，数据结构，关系	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构	算法	算法和数据结构的关系	动画	理论型知识元	application/x-shockwave-flash
rid000594	面向对象程序设计的简介	数据结构网络课程	74\animation\audio\3.swf	面向对象，程序设计，特征，数据抽象，继承，多态性	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构	面向对象程序设计	面向对象程序设计的三个特征：数据抽象，继承，多态性	动画	理论型知识元	application/x-shockwave-flash
rid000595	线性表的概念	数据结构网络课程	74\animation\audio\4.swf	线性表，概念	"项目负责人：  刘大有 
指导老师：    虞强源，孙舒扬,杨博 
程序设计人员：刘育东，白岩，张丽霞，谷方明，刘超"	计算机类	电子、电气信息类	数据结构	线性表	线性表的概念	动画	理论型知识元	application/x-shockwave-flash
